,Gender,Age,UnemployedStatus,YearsOfEmployed,OccupationType,IncomeType,TotalIncome,EducationLevel,HousingType,OwnCar,OwnProperty,FamilyStatus,NumOfChildren,NumOfFamilyMember,AccountActivateLength,WorkPhone,Phone,Email
1642,0,47.64505773561401,0,8.632620793034764,3,4,225000.0,1,1,1,1,1,0,2,23,0,1,0
6004,0,51.68894638493604,1,0.0,12,1,292500.0,4,1,0,1,1,0,2,27,0,0,0
4924,0,67.85628726120318,1,0.0,12,1,90000.0,4,1,1,1,1,0,2,54,0,0,0
5776,0,40.76743533405888,0,2.0150995571435417,12,4,112500.0,4,1,0,1,1,1,3,59,0,0,0
6431,0,64.18475396483159,1,0.0,12,1,315000.0,1,1,0,1,4,0,1,23,0,0,0
7332,0,48.794978678549185,0,25.695257260587145,10,2,225000.0,1,1,1,1,1,0,2,8,1,0,0
1027,1,31.49962011540278,0,11.003648261086813,8,4,270000.0,4,1,0,1,3,2,3,53,0,0,0
4260,1,43.5491488531592,0,5.150003080145383,6,4,189000.0,4,1,1,1,1,0,2,43,0,0,0
4376,0,30.300416846341815,0,1.3470502474383457,15,4,225000.0,1,1,1,1,0,0,2,9,0,0,0
5892,1,44.34861769919985,0,0.5475814013977015,8,4,270000.0,4,1,1,1,1,1,3,2,0,1,0
5626,1,41.293113479400674,0,0.6954283797750809,4,0,112500.0,4,1,0,0,1,0,2,15,0,1,0
3195,1,25.53645865418181,0,0.26283907267089673,8,4,90000.0,4,4,0,1,2,0,1,23,0,0,0
1066,1,35.33816573920067,0,0.9254125683621156,8,4,112500.0,2,5,1,1,1,1,3,1,0,0,0
1679,0,43.37392280471194,0,3.8850900429166924,18,4,135000.0,4,1,0,0,2,0,1,43,0,0,0
2649,1,39.565494157990926,0,11.515636871393664,4,0,157500.0,4,1,1,1,1,1,3,30,1,1,0
7867,0,34.305974797566,0,0.5968637275234947,8,4,90000.0,4,1,0,1,1,2,4,18,0,0,0
4557,1,53.65476361595378,0,2.718741657939588,4,4,220500.0,4,1,1,1,1,0,2,55,0,1,0
9634,0,45.4793732930861,0,22.91354374148682,12,4,180000.0,4,1,0,0,3,2,4,9,0,0,0
5022,0,59.45912647076942,1,0.0,12,1,225000.0,4,1,1,1,1,0,2,18,0,0,0
1237,0,49.42195938314955,0,4.9254947055723255,17,4,130500.0,4,1,0,1,1,0,2,53,0,0,0
5188,1,36.38130830886329,0,3.1759721281066686,15,4,270000.0,4,5,0,0,2,0,1,50,1,0,1
950,0,28.04711937959027,0,3.920682834007543,15,4,148500.0,4,5,0,1,2,1,2,22,0,0,0
4533,1,46.574536095881506,0,2.4668542132966453,12,4,292500.0,4,4,1,1,1,0,2,8,0,0,0
3685,0,34.815225500865864,0,1.0759974537464836,3,4,121500.0,4,1,0,0,0,1,3,2,1,0,0
879,0,54.03807059693217,0,14.672443650451411,12,2,450000.0,1,1,1,1,1,0,2,21,0,0,0
8975,1,37.64348343908499,0,2.5325639814643695,12,0,90000.0,4,1,1,1,1,0,2,5,0,0,0
2822,0,52.50210476601162,0,8.101466833678995,10,4,157500.0,4,1,0,1,2,1,2,42,0,0,0
141,1,27.513227513227513,0,0.7748276829777476,4,4,144000.0,2,1,1,0,1,1,3,23,1,0,0
913,1,31.981491748632756,0,3.507258875952278,8,4,135000.0,4,2,0,0,1,1,3,11,1,0,0
3603,1,40.991943708631936,0,2.9103951484287838,3,4,180000.0,1,1,0,0,1,0,2,48,0,0,0
9346,0,34.60440666132775,0,1.8782042067941163,12,4,90000.0,1,5,1,1,1,1,3,27,0,0,0
4171,1,34.27859572749612,0,4.298514000971957,4,4,315000.0,4,1,1,1,1,2,4,15,0,0,0
2364,0,36.11846923619239,0,10.516300813842857,3,2,202500.0,1,1,0,0,2,1,2,32,0,0,0
526,1,35.85289225651451,0,0.5941258205165062,8,4,112500.0,4,1,1,0,1,2,4,32,0,1,0
6137,0,24.695921203036338,0,2.844685380261059,15,4,157500.0,4,5,0,0,3,0,1,17,0,0,0
8581,0,54.43232920593852,0,21.1311662799373,16,4,180000.0,4,1,0,1,1,0,2,25,0,0,0
4574,1,49.011273332101275,0,9.8865822022355,8,4,270000.0,4,1,1,0,1,0,2,13,0,0,0
990,0,33.309376647022184,0,3.759146320595221,12,4,90000.0,2,1,0,1,1,1,3,38,0,0,0
3027,1,65.9452281703252,1,0.0,12,1,81000.0,4,1,0,1,4,0,1,3,0,1,0
7690,0,30.456477545740157,0,3.1732342210996802,3,2,193500.0,1,1,0,1,1,0,2,15,0,0,0
8966,0,39.850236486717726,0,0.700904193789058,1,4,189000.0,4,1,0,1,1,0,2,5,0,0,0
5423,0,31.236781042731884,0,6.67775519004497,9,4,112500.0,4,1,0,0,1,0,2,14,1,0,0
7047,0,35.82825109345161,0,3.3183432924700713,8,4,202500.0,4,1,0,1,1,1,3,22,0,0,0
2940,0,42.21031232674182,0,4.295776093964968,12,4,112500.0,1,2,1,0,1,0,2,23,0,0,0
3981,0,50.519860092951944,0,0.37509325995742554,8,4,189000.0,4,2,0,0,1,0,2,37,0,0,0
7780,1,42.26780837388858,0,13.339082938048008,4,0,135000.0,4,1,1,1,1,3,5,52,0,0,0
1044,0,62.46808627144979,1,0.0,12,1,180000.0,4,2,0,1,4,0,1,32,0,1,0
6175,1,30.702889176369123,0,3.4333353867635883,12,4,135000.0,4,1,0,0,1,1,3,42,0,0,0
5413,0,33.73101432609841,0,10.185014065997247,3,4,238500.0,4,1,0,1,1,1,3,10,0,0,0
6542,1,46.93046400679001,0,3.263585152330301,6,4,157500.0,4,1,1,1,1,0,2,42,0,0,0
7775,1,44.655263283982556,0,3.835807716790899,4,0,292500.0,4,1,1,0,1,1,3,52,0,0,0
3611,0,36.05002156101768,0,4.492905398468141,15,4,157500.0,1,1,0,0,1,1,3,5,0,0,0
1763,0,43.675092575480676,0,1.051356290683587,15,4,135000.0,4,1,1,0,1,1,3,21,1,0,0
8229,1,34.995927363327105,0,2.951463753533611,8,4,135000.0,1,1,1,0,1,1,3,46,0,0,0
1381,1,33.26283222790338,0,0.533891866362759,4,4,247500.0,4,5,1,0,1,2,4,46,0,0,0
5425,0,33.591381068742,0,3.2827505013792204,2,4,90000.0,4,1,1,1,1,1,3,5,0,1,0
8164,1,43.53545931812426,0,0.7857793110057016,8,0,360000.0,4,1,1,1,1,2,4,14,0,1,0
5572,1,33.657090836909724,0,9.845513597130672,10,4,225000.0,4,1,1,0,1,2,4,5,0,1,0
4525,0,58.52823808839333,0,1.579772343032369,12,4,315000.0,1,1,1,1,1,0,2,46,0,0,1
7467,0,46.76071377235672,0,1.8645146717591736,8,4,337500.0,4,1,1,0,1,0,2,24,1,1,0
7719,1,53.56441268472316,1,0.0,12,1,180000.0,4,1,0,1,1,0,2,51,0,1,0
2166,0,50.70603776942716,0,19.899108126792473,3,4,292500.0,4,1,0,1,1,0,2,2,1,1,0
5219,0,29.802117771069906,0,2.844685380261059,15,0,675000.0,1,1,0,0,1,1,3,7,1,0,0
2141,0,46.5033505136998,0,10.7681882584858,12,4,207000.0,1,1,0,1,1,0,2,56,0,0,0
6015,0,58.87047646426689,0,8.54774567581812,0,4,144000.0,4,1,1,1,1,0,2,28,0,0,0
7008,1,41.624400227246284,0,5.661991690452234,8,0,360000.0,4,1,1,0,2,0,1,46,1,0,0
4560,0,58.06826971121926,1,0.0,12,1,157500.0,4,1,0,1,1,0,2,18,0,0,0
5428,1,41.922832091008026,1,0.0,12,1,315000.0,1,1,0,0,1,0,2,55,0,0,0
5638,1,43.88591141501879,0,1.1745621059980698,8,0,301500.0,1,1,1,1,1,0,2,14,0,0,0
1021,1,24.348207013148798,0,4.42171981628644,4,4,157500.0,4,5,1,1,1,0,2,38,1,0,0
5091,0,66.28472863919177,1,0.0,12,1,90000.0,1,1,1,0,4,0,1,36,0,0,0
2211,1,43.1932209422507,1,0.0,12,1,126000.0,4,1,1,0,1,1,3,7,0,1,0
7882,0,35.03699596843193,0,0.6817388447401383,6,0,121500.0,4,1,1,1,1,2,4,10,0,0,0
3604,0,63.61800721438496,1,0.0,12,1,81000.0,4,1,0,1,4,0,1,1,0,1,0
1393,1,47.34662587185226,0,0.555795122418667,8,4,270000.0,4,1,1,1,1,1,3,48,0,1,1
1318,0,27.726784259772618,0,2.27520072280745,15,0,90000.0,4,1,0,1,1,0,2,2,0,0,0
6012,0,57.53985365887048,0,38.3799804239649,11,4,292500.0,4,1,0,1,1,0,2,31,0,0,0
2532,1,33.32032827505014,0,2.535301888471358,8,4,112500.0,4,1,1,1,1,2,4,17,0,0,0
6674,0,34.31145061157998,0,0.34771418988754044,10,2,90000.0,1,3,0,0,1,2,4,9,0,0,0
9352,1,52.373423136683165,0,2.2067530476327373,12,4,225000.0,4,1,0,0,1,1,3,1,0,0,1
1099,0,41.08229463986255,0,5.002156101768003,15,0,94500.0,4,1,0,0,1,0,2,58,1,0,0
5975,0,62.95269581168675,1,0.0,12,1,49500.0,4,1,0,1,1,0,2,25,0,1,0
5072,0,49.542427291457045,0,8.774991957398166,15,0,360000.0,4,2,0,1,1,0,2,48,0,0,0
5258,1,35.80360993038872,0,4.175308185657474,4,4,157500.0,4,1,0,0,1,0,2,2,1,0,0
1521,0,31.11083732041041,0,1.974030952038714,6,0,180000.0,4,1,1,1,1,3,5,34,0,1,0
8510,1,51.267308705859804,0,9.864678946179593,8,0,450000.0,1,1,0,1,1,0,2,60,0,1,0
7175,1,57.24963551612969,0,1.6865507163049207,8,4,225000.0,4,1,0,1,1,0,2,0,0,0,1
1565,0,31.970540120604802,0,9.188415915453431,8,4,157500.0,4,1,0,1,0,3,5,3,0,0,0
2689,0,31.861023840325263,0,6.25611751096874,3,2,135000.0,2,5,0,0,1,2,4,38,1,1,0
5708,0,42.070679069385406,0,0.9281504753691041,10,4,54000.0,1,1,0,1,1,0,2,52,0,0,0
9578,0,49.46576589526136,0,1.0979007098023916,12,0,81000.0,4,1,1,1,3,0,1,53,0,0,0
9161,0,50.32546869545576,0,6.710610074128832,17,4,81000.0,4,1,1,1,1,0,2,49,0,0,0
2824,0,41.55047673805759,0,19.439139749618406,10,0,270000.0,4,1,0,1,1,0,2,54,0,1,0
4088,0,57.56997063594735,1,0.0,12,1,144000.0,4,1,1,1,1,0,2,11,0,0,0
3592,1,45.799708412903755,0,2.409358166149887,8,4,135000.0,4,1,0,1,2,1,2,38,0,0,0
1956,0,39.086360431767936,0,5.215712848313107,8,4,108000.0,4,1,1,1,1,2,4,32,0,0,0
3279,1,23.036749556801304,0,1.034928848641656,15,0,132372.0,4,5,1,0,1,0,2,10,1,0,1
5867,0,66.73100748133089,1,0.0,12,1,90000.0,4,1,0,1,3,0,1,23,0,0,0
1841,0,39.83107113766881,0,14.902427839038447,8,4,112500.0,4,1,0,1,3,0,1,25,0,1,0
2569,1,43.66414094745272,0,3.378577246623818,8,4,112500.0,4,1,0,1,1,1,3,31,0,0,0
3057,0,66.54482980485568,1,0.0,12,1,67050.0,1,1,0,1,1,0,2,22,0,0,0
4907,0,37.96929437291662,0,8.235624277021431,15,4,67500.0,4,1,0,1,2,2,3,38,1,0,0
726,0,46.183015393882144,0,11.39243105607918,8,4,202500.0,4,1,0,0,2,0,1,37,0,0,0
5393,0,55.99567410692896,0,20.01410022108599,15,4,360000.0,4,1,0,1,4,0,1,30,0,1,0
907,0,56.98953435046579,1,0.0,12,1,112500.0,1,1,1,1,1,0,2,2,0,0,0
5887,0,50.24606939225309,0,0.38056907397140255,11,2,252000.0,4,1,0,1,1,0,2,28,1,1,0
5645,1,47.141282846328124,0,23.595282586226958,8,4,135000.0,4,1,0,1,1,0,2,1,0,0,0
9348,1,25.90060028611128,0,2.540777702485335,12,4,135000.0,4,1,0,1,1,0,2,17,0,0,0
1639,0,30.680985920313216,0,6.883098215569108,3,2,315000.0,4,1,0,1,0,1,3,7,0,0,1
9323,0,51.54931312757962,0,16.961333908293806,12,0,121500.0,4,1,0,0,1,0,2,40,0,0,0
8161,0,47.08104889217438,0,1.5332279239135642,3,4,220500.0,4,1,0,1,2,0,1,35,1,0,0
6930,1,27.902010308219882,0,6.0726777415005095,4,4,202500.0,4,1,1,0,1,0,2,7,0,0,0
9132,0,64.15189908074773,1,0.0,12,1,180000.0,4,1,0,1,3,0,1,31,0,0,0
864,0,51.92166848053006,0,3.948061904077428,10,0,540000.0,4,1,0,1,1,0,2,41,0,1,0
3419,0,45.86268027406449,0,22.38238978213105,10,2,252000.0,1,1,0,1,4,0,1,32,0,0,0
8020,1,40.9536130105341,0,3.682484924399543,8,0,135000.0,4,3,0,0,1,2,4,6,1,1,0
1698,1,28.89313264474972,0,2.7981409611422547,4,4,135000.0,4,1,0,1,1,1,3,3,0,0,0
8263,0,46.08718864863755,0,9.952291970403225,12,0,175500.0,1,1,1,1,1,0,2,20,0,0,1
8095,1,39.138380664900716,0,3.9288965550285084,17,0,202500.0,4,1,0,0,1,2,4,2,1,0,0
128,0,58.36122576096703,1,0.0,12,1,112500.0,4,1,0,0,1,0,2,23,0,0,0
7090,0,30.93287336495616,0,12.906493630943825,8,4,382500.0,4,1,1,1,3,0,1,37,1,0,0
3506,1,39.636679740172625,0,0.8022067530476327,4,4,270000.0,4,1,1,1,0,2,4,2,1,1,0
6737,1,41.86807395086826,0,1.7659500195075875,4,4,270000.0,4,1,1,0,0,0,2,39,1,1,0
5486,0,59.29211414334312,1,0.0,12,1,180000.0,4,1,0,1,1,0,2,32,0,0,0
9662,1,44.655263283982556,0,1.678336995283955,8,4,180000.0,4,1,1,0,3,0,1,22,0,0,0
3431,0,39.79274043957097,0,2.885753985365887,6,4,180000.0,4,1,0,1,3,0,1,5,0,1,0
9400,0,41.20550045517704,0,13.626563173781802,8,4,135000.0,4,1,0,0,1,2,4,12,0,0,0
8837,0,28.06902263564618,0,3.7618842276022093,15,0,99000.0,1,1,0,1,3,0,1,32,1,1,0
2681,0,37.268390179127564,0,16.676591579567,11,2,99000.0,4,5,1,1,1,1,3,41,1,1,0
7903,0,64.76519025031315,1,0.0,12,1,427500.0,1,1,1,1,1,0,2,36,0,1,0
1644,0,55.773903639362885,1,0.0,12,1,67500.0,4,1,0,1,4,0,1,16,0,0,0
8772,1,37.000075292442695,0,3.715339808483405,10,0,157500.0,1,3,1,0,2,2,3,45,0,1,0
4032,0,42.733252565076626,0,7.542933804253338,8,4,270000.0,4,1,0,1,1,1,3,55,0,0,0
4864,1,44.12410932462679,0,2.7379070069885074,8,4,270000.0,4,1,0,1,1,0,2,43,0,1,0
7562,0,40.4525760282552,0,1.3634776894802767,10,0,270000.0,4,1,1,0,1,0,2,31,0,0,0
3167,0,54.164014319253646,0,10.929724771898123,10,2,180000.0,4,1,0,1,1,0,2,3,0,0,0
5467,1,54.18591757530955,1,0.0,12,1,292500.0,4,1,1,1,3,0,1,35,0,0,0
5688,0,33.26830804191736,0,0.5092507032998624,0,4,270000.0,1,1,1,1,3,0,1,18,0,0,1
9375,0,32.411343148729955,0,3.0445525917712204,3,4,76500.0,1,1,0,1,2,1,2,30,0,0,0
9211,0,61.36744765464041,1,0.0,12,1,157500.0,1,1,0,1,1,0,2,34,0,1,0
541,1,30.60158661711055,0,11.512898964386675,8,4,225000.0,4,1,1,1,1,1,3,33,0,0,0
4528,0,63.626220935405925,1,0.0,12,1,112500.0,4,1,0,1,1,0,2,7,0,0,0
3807,0,64.59544001587986,1,0.0,12,1,112500.0,4,1,1,1,1,0,2,5,0,0,0
8404,1,38.15820995639883,0,13.287062704915227,10,0,315000.0,1,1,1,0,1,0,2,40,1,1,0
3691,0,61.55088742410864,1,0.0,12,1,63000.0,4,1,0,0,0,0,2,53,0,1,0
3896,1,27.099803555172247,0,3.225254454232462,8,4,135000.0,1,1,1,1,3,0,1,16,0,0,0
6557,1,46.76345167936371,0,7.433417523973798,6,2,301500.0,4,3,1,1,1,2,4,29,0,1,0
4066,0,53.452158497436635,0,0.7091179148100235,12,0,157500.0,4,5,0,1,2,0,1,16,0,0,0
2170,1,39.26706229422918,0,3.737243064539313,10,0,540000.0,2,1,1,0,1,0,2,20,1,1,0
9657,0,51.94083382957898,0,22.344059084033212,10,4,121500.0,4,1,0,1,1,0,2,34,0,0,0
2787,0,53.02778291135341,0,3.4278595727496115,12,4,67500.0,4,1,0,0,1,0,2,34,1,0,0
7905,1,54.15580059823268,0,19.430926028597437,8,4,135000.0,1,1,0,1,1,0,2,16,0,0,0
8521,0,37.42445087852591,0,3.452500735812508,15,4,63000.0,4,1,1,1,0,1,3,24,1,1,0
168,0,32.34289547355524,0,8.942004284824465,15,4,202500.0,4,1,0,0,1,1,3,9,1,1,0
6145,0,31.08072034333354,0,0.8432753581524604,15,4,90000.0,4,5,0,0,3,0,1,2,0,0,0
7387,0,37.70371739323874,0,5.694846574536096,3,2,315000.0,1,1,1,1,1,1,3,29,0,0,0
8685,0,56.9867964434588,0,21.550066052006542,12,0,202500.0,4,1,0,1,3,0,1,8,0,1,0
1505,1,33.05201338836526,0,3.893303763937658,12,4,126000.0,4,5,0,0,0,3,5,0,0,0,1
1941,0,44.537533282682055,0,6.737989144198717,12,0,180000.0,4,1,0,0,2,0,1,39,0,0,0
8123,0,51.43705894029309,0,2.346386304989151,1,0,193500.0,4,1,0,1,0,0,2,7,0,0,0
2070,0,45.963982833323065,0,15.767606453246815,12,2,72000.0,4,1,0,1,1,0,2,51,0,0,0
7084,1,50.19952497313429,0,7.655187991539867,4,4,315000.0,1,1,1,1,1,0,2,41,0,0,0
62,0,62.63509859887609,1,0.0,12,1,144000.0,4,1,1,0,1,0,2,30,0,1,1
4519,0,53.09349267952114,0,0.3312867478456094,12,0,135000.0,1,1,0,1,3,0,1,12,0,1,0
1722,0,35.68314202208122,0,10.636768722150352,8,0,135000.0,4,1,1,0,1,1,3,36,0,1,0
3397,1,56.565158764382566,0,8.29312032416819,10,0,253800.0,1,1,0,1,1,0,2,46,0,1,0
6631,1,55.374169216342565,0,0.26283907267089673,8,0,193500.0,4,1,1,1,1,0,2,20,0,1,0
6258,0,35.162939690753404,0,1.1800379200120468,15,0,180000.0,1,1,0,0,1,0,2,52,0,1,0
7526,1,25.62954749241942,0,0.4490167491461152,18,0,157500.0,1,1,0,0,0,0,2,27,1,0,0
946,0,38.60175089153097,0,1.5058488538436792,8,0,135000.0,4,1,0,1,1,1,3,21,0,1,0
2730,1,40.975516266590006,0,1.0924248957884146,12,4,180000.0,4,1,0,0,1,2,4,17,1,0,0
1591,0,59.74386879949623,1,0.0,12,1,225000.0,4,1,0,0,1,0,2,25,0,0,0
868,0,54.21329664537944,0,2.9487258465266226,3,0,315000.0,4,1,1,0,0,0,2,29,0,1,0
7203,0,26.278431453075697,0,3.1047865459249677,1,4,90000.0,4,5,1,1,0,0,2,30,1,1,1
9115,0,56.3899327159353,0,14.116648528032744,6,0,135000.0,1,1,0,1,0,0,2,11,0,0,0
7960,1,45.06321142802385,0,1.9274865329199093,9,0,90000.0,4,1,0,1,0,0,2,1,1,0,0
3527,0,58.19695134054772,1,0.0,12,1,153000.0,4,1,0,1,4,0,1,46,0,0,0
6223,1,42.171981628643984,0,6.431343559416004,10,0,157500.0,1,1,0,0,1,0,2,7,1,0,0
8802,1,32.41955686975092,0,8.465608465608465,10,4,360000.0,1,1,1,0,0,0,2,47,1,0,0
1823,0,51.99011615570477,0,0.4681820981950348,8,0,67500.0,4,1,0,0,0,0,2,51,0,0,0
1717,0,54.84027734997981,0,7.137723567219039,2,4,247500.0,4,1,0,1,4,0,1,41,0,0,0
9614,1,30.111501262859605,0,6.883098215569108,0,4,265500.0,1,5,1,1,1,1,3,11,0,0,0
8386,1,50.38296474260252,0,1.9548656029897944,3,4,270000.0,4,1,1,0,0,0,2,51,1,0,0
6065,0,41.509408132952764,0,5.714011923585016,15,4,67500.0,4,1,0,0,1,0,2,47,1,0,0
31,0,54.37757106579875,0,29.687125676776386,8,0,270000.0,4,1,1,1,1,0,2,21,0,0,1
470,0,41.3341820845055,0,13.763458524131227,12,4,76500.0,4,1,0,0,1,0,2,8,0,0,0
2760,0,30.14161823993648,0,3.92615864802152,9,4,157500.0,4,5,0,0,0,0,2,49,1,1,0
1386,0,46.08992655564454,0,13.892140153459687,8,4,157500.0,4,1,0,1,1,0,2,51,0,0,0
8167,1,32.77274687365244,0,4.785861448215911,8,4,234000.0,4,1,0,1,1,1,3,15,0,0,0
5170,0,48.630704258129875,0,21.174972792049118,1,0,31500.0,4,1,1,0,1,0,2,34,1,1,0
2560,1,28.978007761966364,0,2.702314215897657,8,4,90000.0,4,1,0,1,3,0,1,5,0,0,0
8170,0,27.264077975591558,0,2.702314215897657,3,2,157500.0,1,1,0,1,1,2,4,0,1,1,0
450,0,55.872468291614474,1,0.0,12,1,157500.0,4,1,0,1,1,0,2,8,0,1,0
8719,1,50.19404915912031,0,22.294776757907417,4,4,139500.0,4,1,1,0,1,0,2,57,1,1,0
723,0,59.68911065935645,1,0.0,12,1,81000.0,3,1,0,1,1,0,2,9,0,0,0
5322,0,44.78120700630403,0,4.51207074751706,15,4,157500.0,4,1,0,1,0,1,3,4,0,0,0
4530,0,39.6667967172495,0,5.971375182241935,4,4,180000.0,4,1,1,1,0,0,2,12,0,0,0
2497,0,45.13165910319856,0,1.0130255925857479,15,4,112500.0,4,1,0,1,4,3,4,21,0,0,0
474,0,53.86010664147792,0,3.764622134609198,0,4,247500.0,2,1,1,1,2,0,1,18,1,0,0
3268,1,43.77091932072527,0,1.6208409481371966,4,4,270000.0,4,1,1,0,0,1,3,11,1,0,0
1785,0,57.24415970211572,1,0.0,12,1,112500.0,4,1,0,0,1,0,2,21,0,0,0
2301,1,29.416072883084524,0,2.012361650136553,4,4,126000.0,4,1,1,1,1,0,2,9,0,0,0
7428,0,41.72022697249088,0,2.7817135191003235,15,4,135000.0,4,1,0,0,1,0,2,9,0,0,0
4655,1,44.19529490680849,0,15.132412027625481,10,4,270000.0,1,1,0,1,2,0,1,4,0,0,0
6254,1,42.41017953825198,0,9.432089639075409,12,0,360000.0,1,1,0,0,1,0,2,44,0,0,0
6771,0,43.562838388194145,0,8.764040329370212,6,4,157500.0,4,1,0,1,1,1,3,41,0,0,0
9289,0,59.76029624153816,1,0.0,12,1,180000.0,4,1,0,1,1,0,2,18,0,0,0
334,1,30.21554172912517,0,11.775738037057572,8,4,135000.0,4,1,0,1,3,0,1,47,1,1,0
3858,0,54.47339781104335,0,4.309465628999911,6,4,63000.0,4,1,0,1,1,0,2,42,1,0,0
9081,0,56.30505759871866,1,0.0,12,1,202500.0,4,1,0,0,1,0,2,36,0,1,0
8331,1,24.148339801638638,0,2.2834144438284154,8,4,90000.0,4,1,0,1,3,0,1,24,1,0,0
3734,1,63.31136162960225,1,0.0,12,1,135000.0,4,2,0,0,1,0,2,2,0,0,0
575,0,41.53404929601566,0,21.845760008761303,6,0,135000.0,4,1,0,0,2,1,2,48,0,0,0
6774,1,32.93428338706476,0,12.51223502193748,8,4,225000.0,4,1,0,1,1,0,2,4,0,0,0
6825,0,48.77855123650725,0,16.961333908293806,12,4,112500.0,4,1,0,1,1,0,2,41,0,0,0
7465,0,38.24034716660849,0,13.278848983894262,6,4,135000.0,4,1,0,0,1,0,2,44,1,1,0
2199,1,53.452158497436635,0,5.065127962928739,17,4,85500.0,4,1,1,0,1,0,2,11,1,1,0
8106,0,33.071178737414186,0,5.432007501865199,3,2,225000.0,4,1,0,0,1,2,4,41,0,0,0
8410,0,62.2271504548348,1,0.0,12,1,60750.0,4,1,0,0,1,0,2,53,0,0,0
328,0,58.58025832152611,0,2.7734997980793583,6,4,135000.0,4,1,0,1,1,0,2,33,0,0,1
2339,0,41.8105779037215,0,6.762630307261614,10,0,450000.0,1,1,1,1,1,0,2,7,0,1,0
1088,0,38.06512111816122,0,9.336262893830812,6,4,112500.0,1,1,1,0,1,0,2,7,1,0,0
1502,1,45.93386585624619,0,8.974859168908328,12,4,202500.0,4,1,0,1,1,1,3,43,0,0,0
6166,0,44.92631607767442,0,5.599019829291498,10,4,540000.0,4,1,0,0,2,1,2,49,1,0,0
5814,0,26.82053704045942,0,0.7994688460406442,3,0,81000.0,1,1,0,1,3,0,1,50,1,0,0
5955,0,43.82293955385805,1,0.0,12,1,157500.0,4,4,0,1,1,0,2,24,0,0,0
1622,0,36.11846923619239,0,5.716749830592004,12,4,81000.0,4,1,1,1,1,0,2,36,1,0,0
1942,0,31.472241045332893,0,6.987138681834671,12,0,234000.0,1,1,0,1,1,0,2,50,0,1,1
8081,1,38.64829531064977,0,16.515055066154677,8,4,202500.0,4,1,1,0,1,1,3,19,1,1,0
3933,1,38.68662600874761,0,7.8769584591059365,13,4,157500.0,4,1,0,0,1,0,2,36,1,1,1
3512,0,63.99583838134938,1,0.0,12,1,67500.0,4,1,0,1,1,0,2,16,0,1,0
6064,0,58.75822227698036,1,0.0,12,1,130500.0,1,1,0,1,0,0,2,1,0,0,0
191,0,23.222927233276522,0,4.1095984174897495,12,4,135000.0,2,1,0,1,3,0,1,26,1,0,1
8753,0,32.529073150030456,0,1.9603414170037714,15,4,153000.0,2,1,0,0,1,1,3,1,1,1,1
3696,0,33.80767572229409,0,1.1608725709631271,15,4,103500.0,4,1,0,0,3,0,1,37,1,1,0
9202,1,60.23669206075416,1,0.0,12,1,112500.0,4,1,1,1,1,0,2,28,0,1,0
5249,1,30.229231264160113,0,3.1759721281066686,12,4,126000.0,4,1,0,0,1,1,3,8,1,1,0
325,0,38.21570600354559,0,8.271217068112282,15,0,292500.0,1,1,1,1,1,2,4,40,0,0,0
6723,0,45.29867143062486,0,1.3443123404313573,15,4,117000.0,4,1,0,1,1,1,3,55,1,0,0
4415,1,32.82202919977823,0,6.831077982436327,8,4,180000.0,3,1,1,1,3,0,1,34,0,0,0
5568,1,34.72213666262825,0,1.9302244399268977,8,0,135000.0,4,5,0,0,2,2,3,2,0,0,0
4807,0,46.69774191119598,0,27.636433328541994,3,4,157500.0,1,1,0,1,1,0,2,32,1,1,0
2663,0,50.82376777072766,0,22.680821645892795,8,2,99000.0,1,1,0,1,1,0,2,39,1,1,0
6951,1,48.14609471789291,0,8.260265440084327,4,4,202500.0,1,1,1,1,1,0,2,39,0,0,0
2465,1,37.47647111165869,0,9.599101966501708,8,2,225000.0,4,1,1,1,1,0,2,31,0,1,0
8187,1,41.93652162604297,0,4.533974003572968,6,4,225000.0,1,4,1,1,1,0,2,18,0,0,0
7966,0,42.62921209881106,0,4.432671444314394,15,4,135000.0,1,1,0,0,1,0,2,1,0,1,0
3326,0,33.555788277651146,0,11.036503145170673,3,0,135000.0,1,1,0,0,1,0,2,6,1,1,1
6358,0,39.98713183706715,0,14.683395278479367,8,4,112500.0,4,2,0,1,1,1,3,9,0,0,0
8973,1,24.6575905049385,0,0.4490167491461152,12,2,225000.0,1,1,0,1,1,0,2,7,0,0,0
6411,0,33.889812932503744,0,8.840701725565891,10,4,247500.0,4,5,1,1,1,1,3,45,0,0,0
5265,1,35.73790016222099,0,7.846841482029062,0,4,306000.0,1,1,1,0,1,0,2,17,1,0,0
6204,1,42.80443814725833,0,0.4325893071041842,8,4,225000.0,4,1,0,0,1,0,2,17,1,0,0
2485,0,42.18293325667194,0,4.930970519586302,18,0,135000.0,4,1,0,1,1,0,2,54,0,0,0
8933,1,27.217533556472755,0,5.44843494390713,4,0,157500.0,4,1,1,1,0,0,2,38,0,0,0
1625,0,55.059309910538886,1,0.0,12,1,270000.0,4,1,0,1,1,0,2,51,0,0,0
5218,0,39.46692950573934,0,4.930970519586302,8,4,54000.0,4,1,0,0,0,0,2,12,1,0,0
3196,0,49.91752055141447,0,9.59636405949472,15,0,130500.0,4,2,0,1,1,0,2,40,0,0,0
2594,1,28.424950546554687,0,2.9596774745545766,15,4,225000.0,1,1,0,1,1,1,3,13,0,1,0
